,event_id,group
0,20190122T000615Z,0
1,20190122T000912Z,0
2,20190122T002429Z,0
3,20190122T005125Z,0
4,20190122T005627Z,0
5,20190122T010855Z,0
6,20190122T022231Z,0
7,20190122T052005Z,0
8,20190122T093031Z,0
9,20190122T094220Z,0
10,20190122T095137Z,0
11,20190122T101620Z,0
12,20190122T112314Z,0
13,20190122T115713Z,0
14,20190122T115742Z,0
15,20190122T121628Z,0
16,20190122T124709Z,0
17,20190122T133709Z,0
18,20190122T135423Z,0
19,20190122T140349Z,0
20,20190122T150232Z,0
21,20190122T150707Z,0
22,20190122T153322Z,0
23,20190122T154643Z,0
24,20190122T155815Z,0
25,20190122T162514Z,0
26,20190122T162949Z,0
27,20190122T164501Z,0
28,20190122T172727Z,0
29,20190122T190820Z,0
30,20190122T190956Z,0
31,20190122T194333Z,0
32,20190122T194421Z,0
33,20190122T203547Z,0
34,20190122T211906Z,0
35,20190122T220042Z,0
36,20190122T223635Z,0
37,20190122T224611Z,0
